Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Characteristics [Organ],Characteristics [Cell Type],Characteristics [Cell Cycle Stage],Term Source 2 REF,Assay Name,Experimental Condition [Antibody Target 1],Experimental Condition [Antibody Target 2],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Annotation Comments],Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File
Wild Type,WT_2.8.19_plant17_slide2_image7,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image7,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image7,hei10+-/hei10+-_2.12.19_plant13_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image8,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image8,hei10+-/hei10+-_2.12.19_plant13_slide2_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image10,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image10,hei10+-/hei10+-_2.12.19_plant13_slide2_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image11,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image11,hei10+-/hei10+-_2.12.19_plant13_slide2_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image13,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image13,hei10+-/hei10+-_2.12.19_plant13_slide2_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image15,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image15,hei10+-/hei10+-_2.12.19_plant13_slide2_image15,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image16,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image16,hei10+-/hei10+-_2.12.19_plant13_slide2_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_2.12.19_plant13_slide2_image17,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide2_image17,hei10+-/hei10+-_2.12.19_plant13_slide2_image17,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image2,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image2,hei10+-/hei10+-_25.2.20_plant2_slide1_image2,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image3,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image3,hei10+-/hei10+-_25.2.20_plant2_slide1_image3,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image4,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image4,hei10+-/hei10+-_25.2.20_plant2_slide1_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image5,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image5,hei10+-/hei10+-_25.2.20_plant2_slide1_image5,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image7,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image7,hei10+-/hei10+-_25.2.20_plant2_slide1_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image8,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image8,hei10+-/hei10+-_25.2.20_plant2_slide1_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image9,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image9,hei10+-/hei10+-_25.2.20_plant2_slide1_image9,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image11,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image11,hei10+-/hei10+-_25.2.20_plant2_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image12,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image12,hei10+-/hei10+-_25.2.20_plant2_slide1_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image13,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image13,hei10+-/hei10+-_25.2.20_plant2_slide1_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image14,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image14,hei10+-/hei10+-_25.2.20_plant2_slide1_image14,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image15,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image15,hei10+-/hei10+-_25.2.20_plant2_slide1_image15,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image16,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image16,hei10+-/hei10+-_25.2.20_plant2_slide1_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image17,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image17,hei10+-/hei10+-_25.2.20_plant2_slide1_image17,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image20,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image20,hei10+-/hei10+-_25.2.20_plant2_slide1_image20,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant,hei10+-_25.2.20_plant2_slide1_image21,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_25.2.20_plant2_slide1_image21,hei10+-/hei10+-_25.2.20_plant2_slide1_image21,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image10_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image10,hei10+-/hei10+-_2.12.19_plant13_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image10_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image10,hei10+-/hei10+-_2.12.19_plant13_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image10_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image10,hei10+-/hei10+-_2.12.19_plant13_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image10_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image10,hei10+-/hei10+-_2.12.19_plant13_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image10_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image10,hei10+-/hei10+-_2.12.19_plant13_slide1_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image11_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image11,hei10+-/hei10+-_2.12.19_plant13_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image11_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image11,hei10+-/hei10+-_2.12.19_plant13_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image11_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image11,hei10+-/hei10+-_2.12.19_plant13_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image11_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image11,hei10+-/hei10+-_2.12.19_plant13_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image11_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image11,hei10+-/hei10+-_2.12.19_plant13_slide1_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image12_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image12,hei10+-/hei10+-_2.12.19_plant13_slide1_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image12_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image12,hei10+-/hei10+-_2.12.19_plant13_slide1_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image12_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image12,hei10+-/hei10+-_2.12.19_plant13_slide1_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
HEI10 +/- Heterozygous Mutant (segmentation),hei10+-_2.12.19_plant13_slide1_image12_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,hei10 +/- heterozygous mutant,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,hei10+-_2.12.19_plant13_slide1_image12,hei10+-/hei10+-_2.12.19_plant13_slide1_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
